Waf: Entering directory `/home/kwonl/tools/ns-allinone-3.26/ns-3.26/build'
Waf: Leaving directory `/home/kwonl/tools/ns-allinone-3.26/ns-3.26/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.967s)
5.01085	536
5.02287	1072
5.03482	1608
5.04591	2144
5.05606	2680
5.05795	3216
5.0681	3752
5.0717	4288
5.07359	4824
5.08061	5360
5.08592	5896
5.08781	6432
5.0897	6968
5.09672	7504
5.09861	8040
5.10392	8576
5.10581	9112
5.1077	9648
5.1113	10184
5.11832	10720
5.12021	11256
5.1221	11792
5.12741	12328
5.1293	12864
5.1329	13400
5.1365	13936
5.13791	14472
5.14146	15008
5.15027	5752
5.15121	6288
5.15382	6824
5.15648	7360
5.15908	7896
5.16002	8432
5.16092	8968
5.16528	9504
5.16618	10040
5.16883	10576
5.16973	11112
5.17409	11648
5.17499	12184
5.17764	12720
5.17854	13256
5.1829	13792
5.18385	1320
5.20628	1856
5.22186	2392
5.23402	2928
5.23591	3464
5.24559	4000
5.2494	4536
5.2494	4599
5.25128	4661
5.25831	4722
5.26362	4782
5.26551	4842
5.2674	4901
5.27442	4959
5.27973	5016
5.28333	5073
5.28522	5129
5.29224	5185
5.29756	5240
5.30116	5294
5.30476	5348
5.31007	5401
5.31538	5454
5.31898	5506
5.32429	5558
5.3296	5609
5.33149	5660
5.3368	5710
5.3404	5760
5.34572	5809
5.35103	5858
5.35292	5907
5.35823	5955
5.36354	6003
5.36714	6050
5.37245	6097
5.37605	6144
5.38136	6190
5.38668	6236
5.39028	6282
5.39559	6327
5.39919	6372
5.4045	6417
5.40981	6461
5.41512	6505
5.41872	6549
5.42404	6592
5.42935	6635
5.43466	6678
5.43655	6721
5.44015	6763
5.44546	6805
5.45077	6847
5.45608	6888
5.4614	6929
5.46328	6970
5.4686	7011
5.4722	7051
5.47751	7091
5.48282	7131
5.48813	7171
5.49173	7211
5.49704	7250
5.50064	7289
5.50596	7328
5.51127	7367
5.51658	7405
5.52018	7443
5.52549	7481
5.52909	7519
5.5344	7557
5.53972	7595
5.54503	7632
5.54863	7669
5.55394	7706
5.55925	7743
5.56114	7780
5.56645	7816
5.57005	7852
5.57536	7888
5.58068	7924
5.58599	7960
5.58959	7996
5.59319	8031
5.5985	8066
5.6021	8101
5.60741	8136
5.61272	8171
5.61804	8206
5.62164	8241
5.62695	8275
5.63226	8309
5.63586	8343
5.64117	8377
5.64648	8411
5.6518	8445
5.6554	8479
5.66071	8512
5.66602	8545
5.66962	8578
5.67493	8611
5.68024	8644
5.68556	8677
5.68916	8710
5.69447	8742
5.69978	8774
5.70338	8806
5.70527	8838
5.71058	8870
5.71589	8902
5.7212	8934
5.7248	8966
5.73012	8998
5.73543	9029
5.73903	9060
5.74263	9091
5.74794	9122
5.75325	9153
5.75856	9184
5.76216	9215
5.76748	9246
5.77279	9277
5.77639	9307
5.7817	9337
5.7853	9367
5.79061	9397
5.79592	9427
5.80655	5896
5.80749	6432
5.81015	6968
5.81109	7504
5.81546	8040
5.8164	8576
5.82077	9112
5.82172	9648
5.82437	10184
5.82532	10720
5.82968	11256
5.83063	11792
5.835	12328
5.83594	12864
5.84031	13400
5.84125	13936
5.84562	1608
5.87148	2144
5.88877	2680
5.89066	3216
5.90282	3752
5.90642	4288
5.90642	4355
5.90831	4420
5.91704	4484
5.92236	4548
5.92424	4611
5.92613	4673
5.93316	4734
5.93847	4794
5.94207	4853
5.94567	4912
5.95098	4970
5.95629	5027
5.95989	5084
5.9652	5140
5.97052	5195
5.97583	5250
5.97943	5304
5.98474	5358
5.99005	5411
5.99536	5464
5.99896	5516
6.00428	5568
6.00959	5619
6.01148	5670
6.01679	5720
6.02039	5770
6.0257	5819
6.03101	5868
6.03461	5916
6.03821	5964
6.04352	6012
6.04884	6059
6.05415	6106
6.05775	6153
6.06135	6199
6.06666	6245
6.07197	6291
6.07728	6336
6.08088	6381
6.0862	6426
6.0898	6470
6.09511	6514
6.10042	6558
6.10573	6601
6.10933	6644
6.11464	6687
6.11653	6729
6.12184	6771
6.12716	6813
6.13247	6855
6.13607	6896
6.14138	6937
6.14327	6978
6.14858	7019
6.15389	7059
6.1592	7099
6.1628	7139
6.16812	7179
6.17172	7219
6.17703	7258
6.18234	7297
6.18765	7336
6.19125	7375
6.19656	7413
6.20016	7451
6.20548	7489
6.21079	7527
6.2161	7565
6.2197	7602
6.22501	7639
6.23032	7676
6.23392	7713
6.23924	7750
6.24112	7787
6.24644	7823
6.25175	7859
6.25706	7895
6.26066	7931
6.26597	7967
6.27128	8003
6.27317	8038
6.27848	8073
6.2838	8108
6.28911	8143
6.29271	8178
6.29802	8213
6.30333	8247
6.30693	8281
6.31224	8315
6.31756	8349
6.32287	8383
6.32647	8417
6.33178	8451
6.33709	8484
6.34069	8517
6.346	8550
6.35132	8583
6.35663	8616
6.36023	8649
6.36554	8682
6.37085	8715
6.37445	8747
6.37976	8779
6.38508	8811
6.38696	8843
6.39228	8875
6.39588	8907
6.40119	8939
6.4065	8971
6.4101	9003
6.41541	9034
6.42072	9065
6.42432	9096
6.42964	9127
6.43324	9158
6.43855	9189
6.44386	9220
6.44746	9251
6.45277	9282
6.45808	9312
6.46168	9342
6.467	9372
6.47762	5896
6.47856	6432
6.48122	6968
6.48216	7504
6.48653	8040
6.48748	8576
6.49184	9112
6.49279	9648
6.49716	10184
6.4981	10720
6.50076	11256
6.5017	11792
6.50607	12328
6.50701	12864
6.51232	13400
6.51669	4288
6.51669	4824
6.5416	536
6.54349	1072
6.54538	1608
6.54727	2144
6.56799	2680
6.5828	3216
6.59591	2948
6.59685	3484
6.5978	4020
6.59874	4556
6.60653	1340
6.61839	1554
6.62948	1738
6.64058	1903
6.65073	2053
6.66182	2192
6.67291	2323
6.6748	2446
6.68495	2563
6.68855	2675
6.69604	2782
6.70204	2885
6.70735	2984
6.71484	3080
6.71844	3173
6.72561	3263
6.72927	3351
6.7367	3436
6.73859	3519
6.74219	3600
6.74921	3679
6.75281	3757
6.75641	3833
6.76344	3907
6.76704	3980
6.77064	4052
6.77766	4122
6.78126	4191
6.78486	4259
6.79188	4326
6.79548	4392
6.79908	4457
6.80611	4521
6.808	4584
6.8116	4646
6.81691	4707
6.82222	4768
6.82582	4828
6.82942	4887
6.83473	4945
6.84004	5003
6.84364	5060
6.84724	5116
6.85256	5172
6.85787	5227
6.86318	5281
6.86678	5335
6.87209	5388
6.8774	5441
6.88272	5493
6.88632	5545
6.89163	5596
6.89352	5647
6.89883	5697
6.90414	5747
6.90774	5796
6.91305	5845
6.91665	5894
6.92025	5942
6.92556	5990
6.93088	6037
6.93619	6084
6.93979	6131
6.94339	6177
6.9487	6223
6.95401	6269
6.95932	6314
6.96292	6359
6.96824	6404
6.97184	6448
6.97715	6492
6.98246	6536
6.98777	6579
6.99308	6622
6.99763	6665
7.00388	4556
7.00825	5092
7.0092	5628
7.01356	6164
7.01451	6700
7.01716	7236
7.01811	7772
7.02248	8308
7.02342	8844
7.02779	9380
7.04166	9916
7.0426	10452
7.04697	10988
7.05648	11524
7.99763	536
8.00966	1072
8.00966	1340
8.0217	1554
8.03279	1738
8.04388	1903
8.05403	2053
8.06513	2192
8.07622	2323
8.07811	2446
8.08826	2563
8.09186	2675
8.09935	2782
8.10534	2885
8.11065	2984
8.11815	3080
8.12175	3173
8.12891	3263
8.13258	3351
8.14001	3436
8.14189	3519
8.14549	3600
8.15252	3679
8.15612	3757
8.15972	3833
8.16674	3907
8.17034	3980
8.17394	4052
8.18097	4122
8.18457	4191
8.18817	4259
8.19519	4326
8.19879	4392
8.20239	4457
8.20941	4521
8.2149	3484
8.21927	4020
8.22021	4556
8.22458	5092
8.22553	5628
8.22818	6164
8.23084	6700
8.23178	1876
8.24394	2029
8.254	2170
8.26481	2302
8.26669	2426
8.27684	2544
8.28044	2656
8.28794	2764
8.29393	2867
8.29924	2967
8.30673	3063
8.31033	3156
8.3175	3247
8.32116	3335
8.32859	3421
8.33048	3504
8.33408	3585
8.34111	3665
8.34471	3743
8.34831	3819
8.35533	3894
8.36253	3216
8.36347	3752
8.36955	4288
8.3705	4824
8.37315	5360
8.37581	5896
8.37675	1608
8.3872	1786
8.39793	1946
8.40902	2093
8.42011	2230
8.43121	2358
8.43309	2479
8.44324	2594
8.44684	2704
8.45434	2810
8.46033	2912
8.46564	3010
8.47281	3105
8.47641	3197
8.4839	3286
8.4875	3373
8.49499	3458
8.49688	3541
8.50048	3622
8.50751	3701
8.51111	3778
8.51471	3854
8.52173	3928
8.52533	4001
8.52893	4072
8.53595	4142
8.53955	4211
8.54315	4279
8.55018	4346
8.55378	4412
8.55738	4477
8.5644	4541
8.56629	4604
8.56989	4666
8.5752	4727
8.58051	4787
8.58411	4847
8.58771	4906
8.59303	4964
8.59834	5021
8.60194	5078
8.60554	5134
8.61085	5189
8.61616	5244
8.62147	5298
8.62507	5352
8.63039	5405
8.6357	5458
8.64101	5510
8.64461	5562
8.64992	5613
8.65181	5664
8.65712	5714
8.66243	5764
8.66603	5813
8.67135	5862
8.67495	5911
8.67855	5959
8.68386	6007
8.68917	6054
8.69448	6101
8.69808	6148
8.70168	6194
8.70699	6240
8.71231	6286
8.71762	6331
8.72122	6376
8.72653	6421
8.73013	6465
8.73544	6509
8.74075	6553
8.74607	6596
8.75138	6639
8.75498	6682
8.75687	6724
8.76218	6766
8.76749	6808
8.7728	6850
8.7764	6891
8.78171	6932
8.7836	6973
8.78891	7014
8.79422	7054
8.79954	7094
8.80314	7134
8.80845	7174
8.81205	7214
8.81736	7253
8.82267	7292
8.82798	7331
8.83158	7370
8.8369	7408
8.8405	7446
8.84581	7484
8.85112	7522
8.85643	7560
8.86003	7598
8.86534	7635
