"No.","Time","Source","Destination","Protocol","Length","Info","rate"
"6446","3.665924","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6448","3.666169","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"6450","3.666588","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6452","3.667831","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6454","3.668046","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"6456","3.668474","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6458","3.668689","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"6460","3.669117","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6462","3.669341","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"6464","3.669814","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6466","3.670549","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6468","3.670777","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"6470","3.671092","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6472","3.671887","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6474","3.672132","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"6476","3.672863","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6478","3.673619","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6480","3.673846","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"6482","3.674292","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6484","3.674733","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6486","3.675591","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6488","3.676362","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6490","3.676806","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6492","3.677613","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6494","3.678058","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6496","3.678377","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6498","3.678904","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6500","3.679235","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6502","3.679608","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6504","3.680144","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6506","3.680432","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"6508","3.680747","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6510","3.681659","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6512","3.681936","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"6514","3.682260","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6516","3.682588","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6518","3.682873","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"6520","3.683224","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6522","3.683760","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6524","3.684109","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6526","3.684654","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6528","3.684933","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"6530","3.685466","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6532","3.685824","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6534","3.686387","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6537","3.687059","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6539","3.688191","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6541","3.688488","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"6543","3.689011","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6545","3.689290","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"6547","3.689867","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6549","3.690406","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6551","3.690963","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6553","3.691270","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"6555","3.691847","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6557","3.692386","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6559","3.692925","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6561","3.693204","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"6563","3.693736","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6565","3.694311","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6567","3.694608","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"6569","3.695131","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6571","3.695602","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6573","3.695921","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6575","3.696448","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6577","3.696780","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6579","3.697334","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6581","3.697674","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6583","3.698452","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6585","3.698875","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6587","3.699411","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6589","3.699968","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6591","3.700525","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6593","3.700883","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6595","3.701211","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6597","3.701634","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6599","3.701962","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6601","3.702385","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6603","3.702723","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6605","3.703164","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6607","3.703483","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6609","3.703802","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6611","3.704252","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6613","3.704580","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6615","3.705030","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6617","3.705349","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6619","3.705668","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6621","3.705988","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6623","3.706751","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6625","3.707196","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6627","3.707533","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6629","3.707852","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6631","3.708189","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6633","3.708517","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6635","3.708967","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6637","3.709399","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6639","3.709694","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"6641","3.709984","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"6643","3.710718","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6645","3.711245","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6647","3.711698","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6649","3.712663","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6651","3.713140","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6653","3.714210","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6655","3.714642","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6657","3.715377","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6659","3.715821","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6661","3.716574","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6663","3.717027","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6665","3.717798","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6667","3.718261","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6669","3.718702","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6671","3.719143","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6673","3.719462","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6675","3.720224","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6677","3.720686","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6679","3.721737","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6681","3.722160","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6683","3.722575","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6685","3.722921","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6687","3.723258","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6689","3.723744","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6691","3.724090","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6693","3.724540","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6695","3.724963","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6697","3.725291","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6699","3.726027","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6701","3.726480","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6703","3.727692","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6705","3.728059","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6707","3.728866","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6709","3.729224","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6711","3.729665","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6713","3.730400","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6715","3.730835","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6717","3.731588","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6719","3.732729","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6721","3.733161","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6723","3.733584","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6725","3.733930","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6727","3.734701","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6729","3.736321","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6731","3.737059","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6733","3.737914","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6735","3.738498","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6737","3.738960","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6739","3.739393","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6741","3.740382","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6743","3.740844","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6745","3.741407","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6747","3.741964","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6749","3.742539","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6751","3.742974","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6753","3.743528","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6755","3.744067","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6757","3.744625","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6759","3.745191","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6761","3.745626","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6763","3.746650","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6765","3.747216","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6767","3.747791","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6769","3.748330","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6771","3.748923","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6773","3.749480","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6775","3.749942","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6777","3.750994","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6779","3.751557","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6781","3.752074","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6783","3.752619","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6785","3.753176","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6787","3.753620","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6789","3.754609","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6791","3.755416","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6793","3.755973","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"6795","3.756574","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6797","3.757007","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6799","3.757760","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6801","3.758507","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6803","3.759716","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6805","3.761033","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6807","3.761804","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6809","3.762569","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6811","3.763004","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6813","3.763748","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6815","3.764192","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6817","3.764936","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6819","3.765380","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6821","3.766544","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6823","3.767280","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6825","3.767751","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6827","3.768210","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6829","3.768972","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6831","3.769728","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6833","3.770475","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6835","3.770937","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6837","3.771360","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6839","3.772095","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6841","3.772531","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6843","3.773266","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6845","3.774013","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6847","3.774778","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6849","3.775213","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6851","3.775948","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6853","3.776410","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6855","3.777208","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6857","3.777955","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6859","3.778399","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6861","3.779143","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6863","3.780329","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6865","3.781073","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6867","3.781535","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6869","3.782270","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6871","3.783464","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6873","3.783878","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6875","3.784301","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6877","3.785045","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6879","3.785552","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6881","3.785975","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6883","3.786398","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6885","3.787985","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6887","3.788421","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6890","3.789276","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6892","3.790509","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6894","3.790932","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"6896","3.791332","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6898","3.791669","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6900","3.792422","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6902","3.793527","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6904","3.793846","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6906","3.794264","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6908","3.794583","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6910","3.794903","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6912","3.795249","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6914","3.795631","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6916","3.796814","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6918","3.797133","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6920","3.797886","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6922","3.798226","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6924","3.798554","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6926","3.799307","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6928","3.799692","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6930","3.800707","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6932","3.801854","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6934","3.802255","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6936","3.802999","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6938","3.803375","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6940","3.803694","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6942","3.804438","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6944","3.804769","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6946","3.805133","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6948","3.805452","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6950","3.806224","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6952","3.806555","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6954","3.806883","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6956","3.807672","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6958","3.808437","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6960","3.809175","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6962","3.809506","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6964","3.809782","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"6966","3.810540","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6968","3.812061","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6970","3.812367","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"6972","3.813135","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6974","3.813484","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6976","3.813812","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6978","3.814079","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"6980","3.814864","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6982","3.815857","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"6984","3.816190","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"6986","3.816943","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6988","3.818058","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6990","3.818841","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"6992","3.819588","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
