"No.","Time","Source","Destination","Protocol","Length","Info","rate"
"42","2.003508","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"44","2.004381","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"49","2.005570","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"51","2.006362","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"53","2.007100","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"58","2.008323","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"62","2.009384","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"64","2.010131","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"68","2.011102","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"70","2.011704","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"75","2.012869","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"78","2.014366","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"80","2.014905","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"82","2.015444","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"84","2.016209","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"87","2.017508","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"89","2.018065","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"92","2.019381","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"94","2.019929","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"96","2.020549","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"98","2.021187","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"100","2.021934","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"102","2.022369","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"104","2.023104","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"106","2.023914","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"108","2.024661","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"110","2.025105","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"112","2.025886","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"114","2.026642","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"116","2.028130","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"120","2.029146","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"122","2.029902","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"124","2.030694","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"126","2.031450","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"128","2.032197","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"130","2.032962","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"132","2.033397","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"134","2.034133","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"136","2.034672","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"138","2.035419","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"140","2.035908","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"142","2.036435","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"144","2.037209","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"146","2.037965","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"148","2.038906","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"150","2.039660","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"152","2.040407","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"154","2.041877","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"156","2.042624","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"158","2.043452","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"160","2.043991","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"162","2.045501","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"164","2.046049","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"166","2.046565","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"168","2.047309","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"170","2.047848","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"173","2.048562","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"175","2.049789","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"177","2.050334","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"179","2.051099","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"181","2.051891","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"183","2.052326","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"185","2.053079","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"187","2.054359","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"189","2.055857","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"191","2.056301","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"193","2.057447","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"195","2.058209","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"197","2.058603","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"199","2.060070","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"201","2.060410","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"203","2.061154","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"205","2.061982","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"207","2.062322","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"209","2.062704","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"211","2.063041","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"213","2.063776","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"215","2.064107","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"217","2.064852","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"219","2.065626","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"221","2.065975","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"223","2.066746","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"225","2.067493","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"227","2.068240","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"229","2.069005","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"231","2.069779","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"233","2.071213","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"235","2.072024","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"237","2.072355","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"239","2.073099","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"241","2.073855","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"243","2.074620","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"245","2.074987","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"247","2.075722","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"249","2.076496","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"251","2.077243","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"253","2.079602","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"255","2.080367","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"257","2.081114","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"259","2.081870","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"261","2.082617","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"263","2.084120","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"265","2.084886","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"267","2.085226","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"269","2.085581","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"271","2.086334","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"273","2.086891","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"275","2.087638","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"277","2.088385","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"279","2.088725","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"281","2.089724","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"283","2.090491","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"285","2.091248","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"287","2.091527","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"289","2.092077","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"291","2.092878","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"293","2.093643","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"295","2.093922","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"297","2.095367","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"299","2.095646","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"301","2.096169","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"303","2.096735","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"305","2.097492","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"307","2.098031","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"309","2.098778","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"311","2.099534","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"313","2.100073","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"315","2.100361","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"317","2.100911","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"319","2.101487","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"321","2.101766","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"323","2.102497","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"325","2.103244","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"327","2.103810","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"329","2.104358","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"331","2.105638","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"333","2.106186","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"335","2.106735","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"337","2.107283","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"339","2.107867","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"341","2.108146","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"343","2.108678","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"345","2.109425","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"347","2.109964","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"349","2.110261","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"351","2.110992","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"353","2.111559","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"355","2.112098","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"357","2.112646","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"359","2.113090","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"361","2.113357","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"363","2.113620","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"365","2.114893","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"367","2.115640","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"369","2.116075","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"371","2.116499","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"373","2.116931","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"375","2.117198","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"377","2.117929","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"379","2.118676","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"381","2.119120","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"383","2.119855","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"385","2.120134","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"387","2.120865","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"389","2.121327","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"391","2.121751","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"393","2.122486","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"395","2.122722","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"397","2.123471","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"399","2.123933","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"401","2.125061","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"403","2.125294","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"405","2.125731","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"407","2.126475","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"409","2.126920","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"411","2.127664","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"413","2.127918","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"415","2.128355","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"417","2.128778","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"419","2.129924","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"421","2.130347","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"423","2.130806","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"425","2.131239","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"427","2.131707","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"429","2.131922","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"431","2.132404","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"433","2.132836","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"435","2.133051","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"437","2.133470","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"439","2.134223","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"441","2.134686","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"443","2.134919","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"445","2.135659","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"447","2.135895","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"449","2.136314","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"451","2.137058","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"453","2.137805","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"455","2.138267","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"457","2.138988","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"459","2.139430","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"461","2.140183","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"463","2.140514","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"465","2.141249","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"467","2.142050","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"469","2.142399","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"471","2.142867","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"473","2.143091","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"475","2.143831","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"477","2.144163","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"479","2.144378","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"481","2.144711","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"483","2.145134","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"485","2.145358","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"487","2.146116","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"489","2.146551","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"491","2.147602","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"493","2.147940","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"495","2.148974","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"497","2.149705","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"499","2.150036","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"501","2.150251","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"503","2.150679","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"506","2.151253","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"508","2.151685","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"510","2.152719","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"512","2.153142","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"514","2.153565","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"516","2.153911","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"518","2.154266","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"520","2.154716","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"522","2.154940","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"524","2.155707","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"526","2.155987","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"528","2.156609","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"530","2.157621","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"532","2.158449","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"534","2.158676","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"536","2.158887","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"538","2.159168","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"540","2.160136","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"542","2.160582","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"544","2.160850","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"546","2.161131","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"548","2.161907","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"550","2.162369","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"552","2.163104","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"554","2.164105","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"556","2.164404","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"558","2.164850","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"560","2.165493","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"562","2.165767","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"564","2.166969","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"566","2.167247","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"568","2.168302","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"570","2.168531","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"572","2.169316","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"574","2.170063","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"576","2.170352","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"578","2.171044","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"580","2.171255","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"582","2.171995","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"584","2.172274","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"586","2.173785","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"588","2.174082","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"590","2.174841","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"592","2.175104","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"594","2.175333","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"596","2.175562","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"598","2.176311","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"600","2.177288","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"602","2.178082","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"604","2.179371","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"606","2.180145","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"608","2.180892","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"610","2.181441","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"612","2.181989","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"614","2.182234","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"616","2.182757","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"618","2.183725","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
