Waf: Entering directory `/home/kwonl/tools/ns-allinone-3.26/ns-3.26/build'
Waf: Leaving directory `/home/kwonl/tools/ns-allinone-3.26/ns-3.26/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (1.156s)
1.03128	0.00415796	TCP
1.03673	0.00827215	TCP
1.03771	0.0123965	TCP
1.04325	0.016441	TCP
1.04421	0.0205322	TCP
1.04491	0.0246223	TCP
1.04936	0.0286042	TCP
1.05011	0.032667	TCP
1.0508	0.0367264	TCP
1.05456	0.0406617	TCP
1.05535	0.0446943	TCP
1.05635	0.0487112	TCP
1.05716	0.05273	TCP
1.0579	0.0567466	TCP
1.0586	0.0607597	TCP
1.06048	0.0646954	TCP
1.06108	0.0686998	TCP
1.06169	0.072699	TCP
1.06268	0.0766667	TCP
1.06805	0.080296	TCP
1.06874	0.0842562	TCP
1.06944	0.0882105	TCP
1.07016	0.0921581	TCP
1.07114	0.0960774	TCP
1.07186	0.100013	TCP
1.07266	0.103936	TCP
1.07335	0.107864	TCP
1.07413	0.111778	TCP
1.07542	0.115631	TCP
1.07641	0.119508	TCP
1.07769	0.123345	TCP
1.07867	0.127209	TCP
1.07944	0.13109	TCP
1.08013	0.134976	TCP
1.08086	0.138852	TCP
1.08191	0.142681	TCP
1.08296	0.146502	TCP
1.08367	0.150364	TCP
1.08455	0.154195	TCP
1.08513	0.158064	TCP
1.08595	0.161893	TCP
1.08661	0.165741	TCP
1.0872	0.169596	TCP
1.08802	0.173408	TCP
1.08863	0.177251	TCP
1.08916	0.181102	TCP
1.08997	0.1849	TCP
1.09062	0.188722	TCP
1.09127	0.192539	TCP
1.09173	0.196386	TCP
1.09237	0.200196	TCP
1.09283	0.204035	TCP
1.0935	0.207831	TCP
1.09395	0.211666	TCP
1.09442	0.215493	TCP
1.09484	0.219327	TCP
1.09552	0.223105	TCP
1.09614	0.22689	TCP
1.09652	0.230723	TCP
1.09692	0.234548	TCP
1.09749	0.238333	TCP
1.09786	0.242157	TCP
1.09846	0.245929	TCP
1.09891	0.249732	TCP
1.09923	0.25356	TCP
1.09958	0.257378	TCP
1.10015	0.261142	TCP
1.10074	0.264898	TCP
1.10101	0.268728	TCP
1.10128	0.272555	TCP
1.10178	0.276324	TCP
1.10227	0.28009	TCP
1.10258	0.283902	TCP
1.10294	0.287696	TCP
1.10344	0.291451	TCP
1.10395	0.295203	TCP
1.10422	0.299013	TCP
1.10458	0.302799	TCP
1.10486	0.306601	TCP
1.10535	0.310345	TCP
1.10559	0.314157	TCP
1.10607	0.317895	TCP
1.10653	0.32164	TCP
1.10676	0.325446	TCP
1.10726	0.329173	TCP
1.10749	0.332975	TCP
1.10776	0.336766	TCP
1.10825	0.340486	TCP
1.10851	0.344276	TCP
1.10874	0.34807	TCP
1.1091	0.351825	TCP
1.10958	0.355535	TCP
1.1099	0.359299	TCP
1.11061	0.362927	TCP
1.11092	0.366689	TCP
1.11116	0.370466	TCP
1.1114	0.374245	TCP
1.11194	0.37792	TCP
1.11241	0.381613	TCP
1.11268	5.26754	TCP
1.11345	5.58946	TCP
1.11368	5.64399	TCP
1.11414	6.04813	TCP
1.11438	6.11124	TCP
1.11462	6.15123	TCP
1.11502	6.53078	TCP
1.11532	6.57615	TCP
1.11555	6.62156	TCP
1.11592	6.98727	TCP
1.11668	6.99125	TCP
1.11716	7.05185	TCP
1.11748	7.10796	TCP
1.11779	7.15958	TCP
1.11826	7.1867	TCP
1.1185	7.39038	TCP
1.11873	7.43744	TCP
1.11928	7.44541	TCP
1.11957	7.53715	TCP
1.11999	8.25518	TCP
1.12023	8.32832	TCP
1.12075	8.35751	TCP
1.12099	8.43696	TCP
1.12157	8.50235	TCP
1.12183	8.5825	TCP
1.12214	8.66733	TCP
1.12237	8.74638	TCP
1.12293	8.78756	TCP
1.12584	8.50623	TCP
1.12632	8.59093	TCP
1.12652	8.7692	TCP
1.12693	8.84964	TCP
1.12716	8.9281	TCP
1.12786	8.90362	TCP
1.1283	8.9338	TCP
1.12862	9.05013	TCP
1.12906	9.14691	TCP
1.13031	9.01631	TCP
1.13065	9.09733	TCP
1.13113	9.09583	TCP
1.1314	9.18197	TCP
1.13187	9.19526	TCP
1.13215	9.23303	TCP
1.13245	9.31784	TCP
1.1327	9.36863	TCP
1.13313	9.36583	TCP
1.13354	9.42727	TCP
1.13382	9.48217	TCP
1.13412	9.53489	TCP
1.13437	9.55611	TCP
1.13463	9.61629	TCP
1.13487	9.64234	TCP
1.13509	9.71931	TCP
1.13549	9.70529	TCP
1.13592	9.68913	TCP
1.1362	9.69492	TCP
1.13663	9.72528	TCP
1.13707	9.74438	TCP
1.13726	9.76192	TCP
1.13745	9.78518	TCP
1.13786	9.79676	TCP
1.13809	9.80503	TCP
1.13831	9.87098	TCP
1.13942	9.68347	TCP
1.13967	9.67189	TCP
1.13988	9.6797	TCP
1.14029	9.69093	TCP
1.14047	9.76295	TCP
1.14086	9.70588	TCP
1.14115	9.67445	TCP
1.1416	9.65986	TCP
1.14184	9.69511	TCP
1.14218	9.65808	TCP
1.14236	9.67483	TCP
1.14273	9.68063	TCP
1.14303	9.70307	TCP
1.1433	9.67548	TCP
1.14351	9.68357	TCP
1.14391	9.62719	TCP
1.1444	9.59922	TCP
1.14504	9.47335	TCP
1.14568	9.40911	TCP
1.14632	9.33759	TCP
1.14696	9.21668	TCP
1.14982	8.67991	TCP
1.15022	8.62021	TCP
1.15043	8.60625	TCP
1.15067	8.63193	TCP
1.15097	8.59777	TCP
1.15126	8.56123	TCP
1.15169	8.52023	TCP
1.15209	8.51157	TCP
1.15273	8.42082	TCP
1.15337	8.41076	TCP
1.154	8.32112	TCP
1.15473	8.20462	TCP
1.15528	8.12062	TCP
1.15592	8.07729	TCP
1.15656	8.02248	TCP
1.1572	7.93067	TCP
1.15784	7.92893	TCP
1.15848	7.83313	TCP
1.15933	7.74099	TCP
1.15976	7.68443	TCP
1.1604	7.59286	TCP
1.16104	7.5297	TCP
1.16168	7.45136	TCP
1.16232	7.36373	TCP
1.16296	7.29837	TCP
1.1636	7.29325	TCP
1.16424	7.24461	TCP
1.16488	7.17414	TCP
1.16552	7.10057	TCP
1.16616	7.05341	TCP
1.1668	6.9719	TCP
1.16744	6.89173	TCP
1.16808	6.85679	TCP
1.16872	6.78501	TCP
1.16936	6.73317	TCP
1.17	6.65666	TCP
1.17064	6.61901	TCP
1.17128	6.54421	TCP
1.17192	6.51536	TCP
1.17256	6.44475	TCP
1.1732	6.38194	TCP
1.18183	5.46329	TCP
1.18208	5.47235	TCP
1.18242	5.70196	TCP
1.18267	5.70613	TCP
1.183	5.67378	TCP
1.18328	5.67854	TCP
1.18353	5.67663	TCP
1.18387	5.7127	TCP
1.1842	5.72476	TCP
1.18445	5.73112	TCP
1.18465	5.75596	TCP
1.18492	5.85978	TCP
1.18512	5.87538	TCP
1.18543	5.89226	TCP
1.18568	5.8953	TCP
1.18598	5.91426	TCP
1.18619	5.92225	TCP
1.18642	5.92927	TCP
1.18668	5.92839	TCP
1.18702	5.93807	TCP
1.18723	5.96042	TCP
1.19192	5.50765	TCP
1.19218	5.51182	TCP
1.19249	5.50575	TCP
1.19272	5.50821	TCP
1.19301	5.50386	TCP
1.1933	5.4978	TCP
1.19354	5.51172	TCP
1.19378	5.53001	TCP
1.1941	5.52648	TCP
